Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Dependents,Total_Food,Length_customer_yrs,Tot_Num_Purchases
PhD,Couple,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,SA,60,1,605,8.99,18.0
Graduation,Couple,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,SP,70,2,962,9.0,24.0
Graduation,Couple,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,SP,39,1,25,9.04,5.0
2n Cycle,Single,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,SA,70,2,976,9.1,14.0
Graduation,Couple,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SA,68,0,923,9.18,13.0
Graduation,Couple,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SP,68,0,923,9.18,13.0
2n Cycle,Divorced,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA,63,1,1542,9.25,23.0
Master,Couple,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,SP,56,2,540,9.33,17.0
Graduation,Single,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,US,57,0,90,9.33,6.0
Graduation,Single,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,SP,44,1,252,9.36,11.0
Graduation,Couple,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,33,1,71,9.45,6.0
Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP,37,0,13,9.51,3.0
Graduation,Couple,41850.0,1,1,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,US,42,2,92,9.56,6.0
Master,Divorced,81380.0,0,0,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,CA,55,0,1790,9.56,16.0
Graduation,Couple,56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,SA,41,2,537,9.72,17.0
Graduation,Divorced,25818.0,1,0,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,GER,51,1,19,9.74,3.0
Graduation,Couple,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP,38,1,28,9.87,4.0
Master,Couple,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,SP,45,2,484,8.08,16.0
Graduation,Couple,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,SP,70,1,265,8.14,11.0
PhD,Couple,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,SP,67,2,40,8.18,5.0
2n Cycle,Couple,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP,33,1,31,8.2,5.0
Basic,Single,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,SA,31,1,12,8.21,3.0
Graduation,Widow,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,SP,73,0,904,8.35,13.0
Graduation,Couple,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,SP,64,0,1312,8.48,19.0
Graduation,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,US,46,1,389,8.69,14.0
Graduation,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA,37,1,15,8.72,4.0
PhD,Couple,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SP,74,2,387,8.77,14.0
PhD,Couple,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SA,74,2,387,8.77,14.0
Master,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,SP,52,1,18,8.88,4.0
Master,Couple,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,GER,66,1,392,9.14,14.0
Master,Couple,51411.0,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,AUS,53,2,625,9.16,18.0
PhD,Single,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP,59,2,13,9.18,3.0
Master,Single,8820.0,1,1,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA,70,2,31,9.32,6.0
Basic,Couple,14918.0,0,1,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IND,59,1,28,9.61,4.0
Graduation,Couple,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,SP,48,0,1011,9.61,14.0
Basic,Couple,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,IND,44,1,44,9.85,4.0
Basic,Couple,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,SP,44,1,44,9.85,4.0
Master,Couple,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA,70,2,156,9.91,8.0
2n Cycle,Divorced,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,SP,57,1,1677,9.95,25.0
PhD,Couple,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,SP,39,1,9,8.12,3.0
Graduation,Divorced,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,SA,64,2,52,8.25,7.0
Graduation,Couple,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP,44,2,51,8.39,7.0
Graduation,Couple,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP,66,2,260,8.48,11.0
2n Cycle,Single,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,SA,40,0,1886,8.54,18.0
Master,Couple,78093.0,0,0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA,75,0,1095,8.59,16.0
Master,Divorced,59354.0,1,1,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US,70,2,296,8.67,12.0
2n Cycle,Couple,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA,46,1,66,8.72,6.0
Master,Single,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,SP,79,0,1702,8.79,25.0
Graduation,Couple,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP,50,1,595,9.15,18.0
Graduation,Couple,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,SP,57,1,120,9.15,7.0
PhD,Single,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA,51,2,93,9.18,6.0
Master,Couple,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP,40,1,64,9.28,5.0
Graduation,Divorced,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP,51,2,182,9.41,9.0
PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,AUS,79,0,860,9.45,22.0
PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,SA,79,0,860,9.45,22.0
Master,Divorced,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP,72,1,1408,9.8,21.0
PhD,Couple,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,SA,72,2,597,9.8,18.0
Graduation,Single,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AUS,65,1,265,9.92,11.0
2n Cycle,Couple,51411.0,0,0,53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0,IND,44,0,1657,9.93,1.0
Graduation,Divorced,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,AUS,45,0,1376,8.11,20.0
Graduation,Divorced,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP,64,1,835,8.12,12.0
PhD,Single,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,SA,55,1,88,8.28,6.0
PhD,Widow,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND,74,0,1177,8.28,17.0
Graduation,Couple,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA,50,1,712,8.3,20.0
Graduation,Couple,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,AUS,50,1,712,8.3,20.0
PhD,Couple,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,SP,65,2,39,8.41,4.0
2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,GER,49,1,28,8.42,4.0
2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA,49,1,28,8.42,4.0
Graduation,Couple,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA,70,2,64,8.53,6.0
Graduation,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,49,1,37,8.55,7.0
Graduation,Couple,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP,39,1,89,8.6,6.0
PhD,Couple,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,GER,40,0,1114,8.72,16.0
PhD,Couple,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,AUS,40,0,1114,8.72,16.0
Graduation,Couple,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,SA,51,0,928,8.73,16.0
2n Cycle,Couple,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,55,2,37,8.74,4.0
PhD,Couple,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,SP,47,1,152,8.81,8.0
Graduation,Single,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,SP,44,1,68,8.9,6.0
Master,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP,50,1,54,8.93,5.0
PhD,Couple,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP,70,0,1112,9.1,16.0
2n Cycle,Couple,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,67,0,874,9.12,20.0
Graduation,Couple,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP,74,0,893,9.13,16.0
Graduation,Couple,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND,44,1,361,9.19,13.0
Graduation,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,54,2,71,9.29,6.0
Graduation,Couple,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA,49,0,1565,9.37,23.0
Graduation,Single,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AUS,45,1,69,9.53,5.0
Graduation,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP,60,2,343,9.58,13.0
2n Cycle,Couple,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP,58,1,1178,9.7,27.0
PhD,Couple,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,SA,45,0,1182,9.7,26.0
Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA,57,2,297,9.85,12.0
Graduation,Single,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA,41,0,1758,8.06,16.0
Graduation,Couple,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND,46,1,41,8.1,7.0
Graduation,Couple,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,57,2,39,8.1,4.0
Graduation,Couple,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,SP,47,1,954,8.15,24.0
Graduation,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP,62,1,67,8.24,5.0
Graduation,Couple,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA,62,2,44,8.28,6.0
Master,Single,49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AUS,71,2,62,8.88,5.0
PhD,Couple,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,SA,57,1,117,8.9,7.0
2n Cycle,Widow,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA,62,2,16,9.01,3.0
Master,Couple,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,62,2,23,9.09,4.0
Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP,59,1,88,9.49,6.0
PhD,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP,61,1,1208,9.49,18.0
Master,Couple,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AUS,67,0,1767,9.65,26.0
Graduation,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP,66,1,350,9.73,13.0
Graduation,Couple,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US,54,2,498,9.8,16.0
Graduation,Couple,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND,54,2,498,9.8,16.0
PhD,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP,68,1,1486,9.81,22.0
Graduation,Couple,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP,28,0,950,9.9,20.0
Graduation,Couple,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP,57,1,259,9.92,11.0
PhD,Couple,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER,50,1,1214,9.93,18.0
PhD,Couple,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA,76,3,436,8.1,15.0
PhD,Couple,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA,76,3,436,8.1,15.0
Master,Divorced,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US,67,1,184,8.2,9.0
Graduation,Couple,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER,43,0,1360,8.21,20.0
Graduation,Couple,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS,43,0,1360,8.21,20.0
Master,Couple,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP,71,0,395,8.24,14.0
PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP,54,1,145,8.24,8.0
Master,Couple,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA,53,2,27,8.32,4.0
2n Cycle,Couple,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA,40,1,550,8.41,17.0
PhD,Couple,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP,38,0,1400,8.44,21.0
Master,Couple,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP,48,1,58,8.48,7.0
Master,Couple,58494.0,0,1,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA,48,1,377,8.59,14.0
Graduation,Couple,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,SA,53,0,1037,8.67,15.0
PhD,Couple,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,31,0,1553,8.78,23.0
Master,Couple,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP,41,1,62,8.79,5.0
PhD,Couple,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP,51,2,224,8.91,10.0
Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,43,1,397,8.94,14.0
Graduation,Couple,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,33,1,30,9.03,4.0
Graduation,Couple,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP,46,1,608,9.12,18.0
Graduation,Single,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,SP,47,1,1047,9.12,19.0
Master,Couple,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AUS,59,0,229,9.18,10.0
Master,Couple,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,GER,59,0,229,9.18,10.0
Graduation,Single,3502.0,1,0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,IND,49,1,4,9.26,4.0
Graduation,Couple,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,SP,65,1,255,9.32,11.0
PhD,Couple,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,SP,73,0,2188,9.37,13.0
Graduation,Couple,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,SP,51,1,1226,9.38,18.0
Graduation,Couple,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA,53,2,845,9.45,22.0
Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA,66,0,795,9.49,21.0
Master,Single,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,SP,38,1,18,9.61,3.0
2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,SP,27,0,1298,9.82,27.0
PhD,Couple,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND,47,1,1809,9.84,27.0
Graduation,Couple,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,SP,73,1,91,9.88,6.0
Graduation,Couple,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA,45,1,386,9.91,14.0
Graduation,Couple,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA,45,1,386,9.91,14.0
PhD,Couple,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP,74,0,1322,8.18,20.0
2n Cycle,Divorced,41713.0,1,1,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA,58,2,149,8.21,8.0
PhD,Couple,62670.0,0,1,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,SA,68,1,787,8.45,21.0
2n Cycle,Couple,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP,50,1,724,8.49,20.0
PhD,Couple,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,GER,71,0,1302,8.59,19.0
Graduation,Couple,44512.0,1,1,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,SA,62,2,30,8.88,4.0
Graduation,Couple,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP,54,1,720,8.93,20.0
Graduation,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP,74,0,1331,8.96,26.0
PhD,Widow,25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,SA,75,1,24,8.98,4.0
Graduation,Single,51411.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,AUS,40,1,40,9.08,5.0
Graduation,Single,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,40,1,40,9.08,5.0
Graduation,Couple,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS,44,2,497,9.09,16.0
Graduation,Couple,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,GER,70,0,1383,9.18,19.0
Graduation,Couple,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,SP,70,0,1383,9.18,19.0
Graduation,Couple,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA,70,0,1383,9.18,19.0
PhD,Divorced,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP,54,2,1087,9.19,16.0
Master,Couple,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP,71,0,91,9.25,6.0
PhD,Single,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,SP,44,1,677,9.38,19.0
PhD,Couple,71322.0,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP,57,1,1101,9.41,26.0
PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP,46,1,1265,9.56,19.0
Master,Couple,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA,53,1,1461,9.71,21.0
PhD,Couple,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA,70,1,945,9.77,24.0
Graduation,Couple,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP,41,1,75,9.91,7.0
Graduation,Single,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP,34,1,16,8.16,4.0
PhD,Couple,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA,74,2,50,8.2,6.0
Graduation,Couple,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,GER,70,0,56,8.21,7.0
Graduation,Couple,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND,57,2,29,8.24,4.0
PhD,Couple,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP,54,2,37,8.47,4.0
Graduation,Single,65333.0,0,1,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,CA,49,1,768,8.49,21.0
Graduation,Divorced,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,SP,70,0,767,8.68,15.0
Graduation,Couple,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,SP,51,1,1106,8.69,16.0
Graduation,Couple,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,SP,75,0,1685,8.89,25.0
Graduation,Couple,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,SP,67,1,511,9.25,16.0
Basic,Single,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,SP,40,1,19,9.32,3.0
Graduation,Single,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,SP,51,0,1949,9.49,19.0
Graduation,Single,79244.0,0,0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,1,0,AUS,29,0,971,9.57,21.0
PhD,Couple,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,CA,65,0,706,9.69,16.0
Graduation,Single,58138.0,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,US,65,0,1529,9.86,22.0
Master,Couple,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,CA,69,2,446,8.23,15.0
PhD,Couple,58482.0,0,1,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,CA,67,1,724,8.35,20.0
Graduation,Couple,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,SP,46,1,19,8.49,4.0
Graduation,Couple,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,SP,50,1,730,8.73,20.0
Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,SA,47,1,51,8.83,5.0
Graduation,Couple,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,SP,50,2,75,8.96,6.0
Graduation,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,SA,51,1,673,9.01,23.0
PhD,Widow,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,SP,79,0,1030,9.03,25.0
