Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Length_customer_yrs,Dependents,Total_Spent,Tot_Num_Purchases,Spent per purchase,Total_Accepted_Camp
1972,Graduation,Couple,26290.0,1,1,49,19.48,10.39,20.78,14.29,6.49,28.57,4,2,0,4,6,0,0,0,0,0,0,0,CA,50,9.47,2,77,6.0,12.83,0
1959,Graduation,Divorced,61250.0,0,1,49,52.33,18.9,8.9,8.22,3.56,8.08,6,5,2,12,5,0,0,0,0,0,0,0,SP,63,9.54,1,730,19.0,38.42,0
1947,Basic,Couple,28389.0,0,0,49,3.57,17.86,10.71,25.0,14.29,28.57,1,1,0,2,7,0,0,0,0,0,0,0,SP,75,9.61,0,28,3.0,9.33,0
1965,Master,Single,55250.0,0,1,49,73.53,6.42,9.19,3.54,0.0,7.31,4,7,5,10,5,0,0,0,0,0,0,0,AUS,57,9.69,1,903,22.0,41.05,0
1966,Graduation,Couple,37758.0,1,1,49,67.5,5.0,25.0,0.0,0.0,2.5,2,1,0,3,8,0,0,0,0,0,0,0,IND,56,9.74,2,40,4.0,10.0,0
1966,Graduation,Couple,37758.0,1,1,49,67.5,5.0,25.0,0.0,0.0,2.5,2,1,0,3,8,0,0,0,0,0,0,0,SP,56,9.74,2,40,4.0,10.0,0
1957,PhD,Couple,37633.0,1,1,49,34.21,10.53,52.63,0.0,0.0,2.63,2,1,0,3,9,0,0,0,0,0,0,0,SP,65,9.78,2,38,4.0,9.5,0
1963,PhD,Couple,33629.0,1,1,49,86.84,0.0,10.53,0.0,0.0,2.63,5,3,1,4,9,0,0,0,0,0,0,0,SP,59,9.9,2,152,8.0,19.0,0
1967,PhD,Couple,36947.0,1,1,49,60.27,2.05,14.38,2.74,0.68,19.86,4,3,0,4,9,0,0,0,0,0,0,0,AUS,55,9.9,2,146,7.0,20.86,0
1952,Graduation,Divorced,69142.0,0,1,50,83.74,0.75,6.36,1.12,0.75,7.29,3,8,1,7,5,0,1,0,0,0,0,0,IND,70,8.01,1,535,16.0,33.44,1
1959,Graduation,Couple,53154.0,0,1,50,81.65,0.0,13.29,0.0,0.63,4.43,1,3,1,4,4,0,0,0,0,0,0,0,US,63,8.06,1,158,8.0,19.75,0
1960,PhD,Couple,65695.0,0,1,50,56.55,4.88,28.81,0.0,8.84,0.91,2,5,4,10,4,0,0,0,0,0,0,0,SP,62,8.41,1,656,19.0,34.53,0
1952,PhD,Couple,69805.0,0,1,50,72.25,6.84,16.76,1.25,0.96,1.93,2,6,8,11,2,0,0,0,0,0,0,0,GER,70,8.44,1,1038,25.0,41.52,0
1978,2n Cycle,Single,36975.0,1,0,50,30.3,18.18,33.33,0.0,12.12,6.06,1,1,0,3,7,0,0,0,0,0,0,0,SP,44,8.51,1,33,4.0,8.25,0
1973,Graduation,Couple,26228.0,1,0,50,8.0,24.0,16.0,12.0,4.0,36.0,1,1,0,2,8,0,0,0,0,0,0,0,SP,49,8.77,1,25,3.0,8.33,0
1972,Master,Couple,37787.0,1,0,50,37.74,0.94,37.74,3.77,2.83,16.98,1,3,0,3,8,0,0,0,0,0,0,0,IND,50,8.78,1,106,6.0,17.67,0
1974,PhD,Couple,37087.0,1,0,50,48.38,13.72,33.42,3.74,0.0,0.75,3,4,2,8,6,0,0,0,0,0,0,0,SA,48,8.89,1,401,14.0,28.64,0
1952,2n Cycle,Couple,57247.0,0,1,50,42.67,1.72,13.79,15.95,23.28,2.59,2,2,1,7,2,0,0,0,0,0,0,0,SP,70,8.9,1,232,10.0,23.2,0
1954,PhD,Couple,36930.0,0,1,50,75.08,0.67,10.44,0.0,0.67,13.13,5,5,2,4,8,0,0,0,0,0,0,0,SP,68,9.12,1,297,11.0,27.0,0
1963,Master,Divorced,48721.0,1,1,50,27.65,6.14,38.57,16.04,4.44,7.17,6,4,2,5,6,0,0,0,0,0,0,0,SA,59,9.13,2,293,11.0,26.64,0
1969,Master,Couple,43641.0,1,1,50,41.01,1.44,36.69,2.88,1.44,16.55,3,2,1,4,6,0,0,0,0,0,0,0,SP,53,9.19,2,139,7.0,19.86,0
1951,Graduation,Couple,75903.0,0,1,50,37.74,11.99,20.53,14.43,4.22,11.1,2,6,6,9,3,0,0,0,0,0,0,0,SP,71,9.23,1,901,21.0,42.9,0
1956,Graduation,Couple,71391.0,0,1,50,32.21,11.79,26.27,4.41,11.79,13.52,5,6,5,12,3,0,0,0,0,0,0,0,CA,66,9.26,1,1043,23.0,45.35,0
1976,PhD,Couple,16927.0,1,1,50,37.74,3.77,43.4,5.66,1.89,7.55,5,3,0,4,8,0,0,0,0,0,0,0,SA,46,9.39,2,53,7.0,7.57,0
1961,Graduation,Divorced,27215.0,2,1,50,29.41,4.9,21.57,7.84,8.82,27.45,4,2,1,4,6,0,0,0,0,0,0,0,SA,61,9.44,3,102,7.0,14.57,0
1976,Graduation,Couple,53858.0,0,1,50,44.48,5.79,24.15,6.34,16.39,2.84,4,4,3,6,4,0,0,0,0,0,0,0,SP,46,9.64,1,915,13.0,70.38,0
1963,Graduation,Single,30983.0,0,0,50,30.54,2.4,29.94,7.19,0.6,29.34,1,4,0,3,8,0,0,0,0,0,1,0,IND,59,9.64,0,167,7.0,23.86,0
1952,Graduation,Couple,43462.0,1,1,50,37.5,7.08,40.42,6.25,2.5,6.25,6,4,1,5,8,0,0,0,0,0,0,0,SP,70,9.8,2,240,10.0,24.0,0
1956,Graduation,Couple,63943.0,0,1,50,38.25,16.64,33.27,1.18,8.77,1.9,1,6,4,6,5,0,0,0,0,0,0,0,IND,66,9.83,1,1106,16.0,69.12,0
1986,Graduation,Single,26816.0,0,0,50,22.73,4.55,27.27,13.64,18.18,13.64,1,0,0,3,4,0,0,0,0,0,0,0,IND,36,9.87,0,22,3.0,7.33,0
1976,2n Cycle,Couple,75484.0,0,1,50,32.61,8.37,22.35,17.0,16.74,2.93,2,7,3,6,4,0,0,0,0,0,0,0,CA,46,9.91,1,1159,16.0,72.44,0
1966,Master,Couple,33564.0,0,1,51,85.92,0.0,4.23,0.0,0.0,9.86,1,1,1,3,5,0,0,0,0,0,0,0,SP,56,8.02,1,71,5.0,14.2,0
1953,Master,Couple,54348.0,1,1,51,77.78,0.0,17.78,0.0,0.0,4.44,2,2,0,4,6,0,0,0,0,0,0,0,CA,69,8.06,2,90,6.0,15.0,0
1959,Graduation,Couple,54984.0,0,1,51,48.32,3.63,36.59,8.94,0.84,1.68,4,6,1,6,7,0,0,0,1,0,0,0,SP,63,8.1,1,358,13.0,27.54,1
1984,Graduation,Single,34738.0,1,0,51,15.0,10.0,50.0,15.0,0.0,10.0,1,1,0,3,6,0,0,0,0,0,0,0,SP,38,8.14,1,20,4.0,5.0,0
1963,Graduation,Divorced,68118.0,0,1,51,64.12,2.48,13.25,1.08,2.48,16.59,2,8,9,4,6,0,0,0,0,0,0,0,US,59,8.7,1,928,21.0,44.19,0
1963,Graduation,Divorced,68118.0,0,1,51,64.12,2.48,13.25,1.08,2.48,16.59,2,8,9,4,6,0,0,0,0,0,0,0,SP,59,8.7,1,928,21.0,44.19,0
1973,Graduation,Couple,22682.0,1,0,51,10.53,14.74,30.53,4.21,2.11,37.89,3,2,1,4,4,0,0,0,0,0,0,0,AUS,49,8.74,1,95,7.0,13.57,0
1975,Graduation,Couple,51948.0,0,1,51,26.37,10.61,17.36,22.83,9.65,13.18,2,5,2,4,5,0,0,0,0,0,0,0,SP,47,8.79,1,311,11.0,28.27,0
1969,Graduation,Couple,25293.0,1,0,51,40.54,0.0,29.73,0.0,5.41,24.32,1,1,1,2,8,0,0,0,0,0,0,0,SP,53,8.79,1,37,4.0,9.25,0
1969,Graduation,Couple,25293.0,1,0,51,40.54,0.0,29.73,0.0,5.41,24.32,1,1,1,2,8,0,0,0,0,0,0,0,AUS,53,8.79,1,37,4.0,9.25,0
1964,PhD,Couple,41551.0,1,1,51,78.85,0.0,11.83,1.08,0.0,8.24,5,5,1,5,8,0,0,0,0,0,0,0,CA,58,8.88,2,279,11.0,25.36,0
1962,PhD,Couple,56067.0,0,1,51,71.31,1.66,7.45,2.21,0.83,16.55,2,7,4,7,5,0,0,0,0,0,0,0,SA,60,8.95,1,725,18.0,40.28,0
1952,Graduation,Couple,67433.0,0,2,51,62.0,2.82,26.11,1.21,4.84,3.02,4,6,5,13,4,0,1,0,0,0,0,0,SP,70,8.96,2,992,24.0,41.33,1
1983,Graduation,Couple,22010.0,1,0,51,33.33,6.06,27.27,9.09,0.0,24.24,2,2,0,3,8,0,0,0,0,0,0,0,SP,39,9.0,1,33,5.0,6.6,0
1952,2n Cycle,Single,64831.0,1,1,51,42.86,7.68,22.23,6.7,7.68,12.86,8,6,3,5,6,0,0,0,0,0,0,0,SA,70,9.06,2,1120,14.0,80.0,0
1954,Graduation,Couple,62820.0,0,0,51,40.78,6.25,27.15,14.14,6.25,5.43,1,3,4,6,1,0,0,0,0,0,0,0,SA,68,9.14,0,976,13.0,75.08,0
1954,Graduation,Couple,62820.0,0,0,51,40.78,6.25,27.15,14.14,6.25,5.43,1,3,4,6,1,0,0,0,0,0,0,0,SP,68,9.14,0,976,13.0,75.08,0
1959,2n Cycle,Divorced,78353.0,0,1,51,47.72,7.74,30.2,2.47,9.71,2.16,1,10,2,11,8,0,0,0,0,0,0,0,CA,63,9.21,1,1576,23.0,68.52,0
1966,Master,Couple,57183.0,1,1,51,76.07,0.82,10.49,1.15,0.0,11.48,8,9,1,7,8,0,0,0,0,0,0,0,SP,56,9.28,2,610,17.0,35.88,0
1965,Graduation,Single,23478.0,0,0,51,21.71,4.65,20.93,9.3,13.18,30.23,1,3,0,3,8,0,0,0,0,0,0,0,US,57,9.28,0,129,6.0,21.5,0
1978,Graduation,Single,30168.0,1,0,51,55.2,7.17,23.66,0.0,4.3,9.68,7,6,1,4,9,0,0,0,0,0,0,0,SP,44,9.32,1,279,11.0,25.36,0
1989,Graduation,Couple,37155.0,1,0,51,31.08,0.0,35.14,9.46,20.27,4.05,1,2,0,4,5,0,0,0,0,0,0,0,SP,33,9.41,1,74,6.0,12.33,0
1985,Basic,Single,16581.0,0,0,51,4.17,12.5,16.67,8.33,12.5,45.83,1,0,0,3,4,0,0,0,0,0,0,0,SP,37,9.47,0,24,3.0,8.0,0
1980,Graduation,Couple,41850.0,1,1,51,55.21,5.21,19.79,2.08,13.54,4.17,3,3,0,3,8,0,0,0,0,0,0,0,US,42,9.52,2,96,6.0,16.0,0
1967,Master,Divorced,81380.0,0,0,51,39.14,3.59,36.4,11.83,3.59,5.44,1,4,2,10,2,0,0,0,0,0,0,0,CA,55,9.52,0,1893,16.0,118.31,0
1981,Graduation,Couple,56386.0,1,1,51,37.58,7.84,34.97,2.12,5.23,12.25,8,9,1,7,9,0,0,0,0,0,0,0,SA,41,9.68,2,612,17.0,36.0,0
1971,Graduation,Divorced,25818.0,1,0,51,17.86,7.14,28.57,7.14,7.14,32.14,1,0,1,2,7,0,0,0,0,0,0,0,GER,51,9.7,1,28,3.0,9.33,0
1984,Graduation,Couple,15345.0,1,0,51,10.64,4.26,34.04,6.38,4.26,40.43,2,1,1,2,8,0,0,0,0,0,1,0,SP,38,9.83,1,47,4.0,11.75,0
1977,Master,Couple,57954.0,1,1,52,92.49,0.81,4.87,0.0,0.0,1.83,7,8,2,6,7,0,1,0,0,0,0,0,SP,45,8.04,2,493,16.0,30.81,1
1952,Graduation,Couple,50300.0,0,1,52,52.96,5.56,22.22,8.89,8.52,1.85,2,2,1,8,2,0,0,0,0,0,0,0,SP,70,8.1,1,270,11.0,24.55,0
1955,PhD,Couple,38725.0,1,1,52,68.89,0.0,13.33,4.44,2.22,11.11,2,1,0,4,4,0,0,0,0,0,0,0,SP,67,8.14,2,45,5.0,9.0,0
1989,2n Cycle,Couple,10404.0,1,0,52,4.65,4.65,25.58,23.26,13.95,27.91,2,1,0,4,5,0,0,0,0,0,0,0,SP,33,8.16,1,43,5.0,8.6,0
1991,Basic,Single,26868.0,1,0,52,0.0,0.0,7.14,57.14,21.43,14.29,1,1,0,2,7,0,0,0,0,0,0,0,SA,31,8.17,1,14,3.0,4.67,0
1949,Graduation,Widow,72298.0,0,0,52,66.56,3.73,18.0,6.18,1.81,3.73,1,4,3,6,1,0,1,1,0,0,0,0,SP,73,8.31,0,939,13.0,72.23,2
1958,Graduation,Couple,72905.0,0,0,52,26.86,7.52,29.37,11.95,10.89,13.4,1,3,7,9,1,0,0,0,1,0,0,0,SP,64,8.44,0,1515,19.0,79.74,1
1976,Graduation,Single,47025.0,0,1,52,61.2,1.69,26.02,4.82,0.0,6.27,3,6,3,5,6,0,0,0,0,0,0,0,US,46,8.65,1,415,14.0,29.64,0
1985,Graduation,Single,29938.0,1,0,52,11.54,11.54,26.92,0.0,7.69,42.31,2,1,0,3,6,0,0,0,0,0,0,0,SA,37,8.68,1,26,4.0,6.5,0
1948,PhD,Couple,46681.0,0,2,52,63.29,3.53,16.24,3.53,4.47,8.94,2,4,6,4,5,0,0,0,0,0,0,0,SP,74,8.73,2,425,14.0,30.36,0
1948,PhD,Couple,46681.0,0,2,52,63.29,3.53,16.24,3.53,4.47,8.94,2,4,6,4,5,0,0,0,0,0,0,0,SA,74,8.73,2,425,14.0,30.36,0
1970,Master,Single,29548.0,1,0,52,24.14,3.45,20.69,10.34,3.45,37.93,1,1,1,2,4,1,0,0,0,0,0,0,SP,52,8.84,1,29,4.0,7.25,1
1956,Master,Couple,62058.0,0,1,52,66.89,1.56,16.44,2.22,0.0,12.89,4,6,1,7,6,0,0,0,0,0,0,0,GER,66,9.1,1,450,14.0,32.14,0
1969,Master,Couple,51411.0,1,1,52,52.01,5.83,6.66,13.04,9.15,13.31,7,4,10,4,3,0,0,0,0,0,0,0,AUS,53,9.12,2,721,18.0,40.06,0
1963,PhD,Single,36736.0,1,1,52,58.82,0.0,17.65,0.0,0.0,23.53,1,1,0,2,6,0,0,0,0,0,0,0,SP,59,9.14,2,17,3.0,5.67,0
1952,Master,Single,8820.0,1,1,52,34.29,0.0,37.14,11.43,5.71,11.43,4,3,0,3,8,0,0,0,0,0,0,0,CA,70,9.28,2,35,6.0,5.83,0
1963,Basic,Couple,14918.0,0,1,52,6.98,6.98,6.98,34.88,9.3,34.88,1,1,0,3,6,0,0,0,0,0,0,0,IND,59,9.56,1,43,4.0,10.75,0
1974,Graduation,Couple,56715.0,0,0,52,25.29,10.29,23.43,23.24,16.86,0.88,1,7,3,4,4,0,0,0,0,0,0,0,SP,48,9.57,0,1020,14.0,72.86,0
1978,Basic,Couple,24882.0,1,0,52,1.25,5.0,12.5,36.25,0.0,45.0,1,1,1,2,6,1,0,0,0,0,0,0,IND,44,9.81,1,80,4.0,20.0,1
1978,Basic,Couple,24882.0,1,0,52,1.25,5.0,12.5,36.25,0.0,45.0,1,1,1,2,6,1,0,0,0,0,0,0,SP,44,9.81,1,80,4.0,20.0,1
1952,Master,Couple,40442.0,1,1,52,26.63,7.1,30.77,14.79,13.02,7.69,4,3,1,4,7,0,0,0,0,0,1,0,SA,70,9.87,2,169,8.0,21.12,0
1965,2n Cycle,Divorced,64176.0,0,1,52,66.54,1.81,13.64,3.5,6.35,8.16,8,8,9,8,6,0,0,0,0,0,0,0,SP,57,9.91,1,1826,25.0,73.04,0
1983,PhD,Couple,23536.0,1,0,53,60.0,0.0,30.0,0.0,0.0,10.0,1,0,0,3,3,0,0,0,0,0,0,0,SP,39,8.07,1,10,3.0,3.33,0
1958,Graduation,Divorced,35246.0,1,1,53,58.06,0.0,19.35,3.23,3.23,16.13,4,3,1,3,5,0,0,0,0,0,0,0,SA,64,8.21,2,62,7.0,8.86,0
1978,Graduation,Couple,28442.0,2,0,53,33.33,5.26,17.54,19.3,14.04,10.53,3,2,1,4,4,0,0,0,0,0,0,0,SP,44,8.35,2,57,7.0,8.14,0
1956,Graduation,Couple,48195.0,1,1,53,40.0,10.19,25.66,19.62,2.64,1.89,6,4,2,5,6,0,0,0,0,0,0,0,SP,66,8.44,2,265,11.0,24.09,0
1982,2n Cycle,Single,74116.0,0,0,53,42.45,5.41,34.31,7.07,2.68,8.09,1,4,4,10,2,0,1,0,0,0,0,0,SA,40,8.5,0,2052,18.0,114.0,1
1947,Master,Couple,78093.0,0,0,53,33.3,2.9,57.83,1.18,3.89,0.9,1,4,7,5,1,0,0,0,0,0,0,0,SA,75,8.55,0,1105,16.0,69.06,0
1952,Master,Divorced,59354.0,1,1,53,75.16,0.65,17.1,0.97,1.61,4.52,3,6,1,5,6,0,0,0,0,0,0,0,US,70,8.62,2,310,12.0,25.83,0
1976,2n Cycle,Couple,36301.0,1,0,53,14.1,15.38,44.87,3.85,6.41,15.38,1,3,0,3,7,0,0,0,0,0,0,0,SA,46,8.68,1,78,6.0,13.0,0
1943,Master,Single,77598.0,0,0,53,68.76,1.9,16.2,7.44,3.8,1.9,1,7,5,13,3,0,0,1,0,0,0,0,SP,79,8.75,0,1735,25.0,69.4,1
1972,Graduation,Couple,62710.0,0,1,53,72.77,5.78,13.7,1.16,4.79,1.82,4,4,2,12,4,0,0,0,0,0,0,0,SP,50,9.11,1,606,18.0,33.67,0
1965,Graduation,Couple,36317.0,0,1,53,65.41,2.26,18.8,2.26,1.5,9.77,2,3,0,4,7,0,0,0,0,0,0,0,SP,57,9.11,1,133,7.0,19.0,0
1971,PhD,Single,42767.0,2,0,53,15.27,4.58,32.82,14.5,3.82,29.01,1,3,1,2,8,0,0,0,0,0,0,0,SA,51,9.14,2,131,6.0,21.83,0
1982,Master,Couple,43815.0,1,0,53,17.72,12.66,36.71,5.06,8.86,18.99,1,2,0,3,6,0,0,0,0,0,0,0,SP,40,9.24,1,79,5.0,15.8,0
1971,Graduation,Divorced,44421.0,1,1,53,58.2,2.65,31.22,3.7,0.53,3.7,5,5,0,4,8,0,0,0,0,0,0,0,SP,51,9.37,2,189,9.0,21.0,0
1943,PhD,Divorced,48948.0,0,0,53,48.45,0.89,22.84,17.74,5.43,4.66,2,7,10,5,6,1,0,0,0,0,1,0,AUS,79,9.41,0,902,22.0,41.0,1
1943,PhD,Divorced,48948.0,0,0,53,48.45,0.89,22.84,17.74,5.43,4.66,2,7,10,5,6,1,0,0,0,0,1,0,SA,79,9.41,0,902,22.0,41.0,1
1950,Master,Divorced,63120.0,0,1,53,65.34,4.67,18.89,3.66,2.78,4.67,5,8,4,9,7,0,0,0,0,0,1,0,SP,72,9.76,1,1477,21.0,70.33,0
1950,PhD,Couple,55517.0,1,1,53,76.3,0.0,17.06,0.0,0.95,5.69,5,11,1,6,9,0,0,0,0,0,1,0,SA,72,9.76,2,633,18.0,35.17,0
1957,Graduation,Single,36864.0,0,1,53,57.63,1.41,11.02,4.8,0.0,25.14,3,5,2,4,8,0,0,0,0,0,1,0,AUS,65,9.88,1,354,11.0,32.18,0
1977,Graduation,Divorced,82582.0,0,0,54,31.54,7.42,34.01,9.65,2.47,14.9,1,4,9,7,1,1,0,0,1,0,1,0,AUS,45,8.07,0,1617,20.0,80.85,2
1958,Graduation,Divorced,79803.0,0,1,54,66.13,0.92,24.88,2.42,1.84,3.8,1,4,3,5,1,0,0,0,0,0,0,0,SP,64,8.08,1,868,12.0,72.33,0
1967,PhD,Single,52569.0,0,1,54,89.47,0.0,3.16,0.0,0.0,7.37,1,2,0,4,3,0,0,0,0,0,0,0,SA,55,8.24,1,95,6.0,15.83,0
1948,PhD,Widow,82032.0,0,0,54,26.9,15.72,30.55,12.07,10.13,4.62,0,4,6,7,1,0,0,0,0,0,0,0,IND,74,8.24,0,1234,17.0,72.59,0
1972,Graduation,Couple,65685.0,0,1,54,83.49,1.82,6.37,0.0,0.91,7.41,1,9,2,9,5,0,0,0,0,0,0,0,CA,50,8.26,1,769,20.0,38.45,0
1972,Graduation,Couple,65685.0,0,1,54,83.49,1.82,6.37,0.0,0.91,7.41,1,9,2,9,5,0,0,0,0,0,0,0,AUS,50,8.26,1,769,20.0,38.45,0
1957,PhD,Couple,40451.0,0,2,54,71.43,0.0,8.16,0.0,0.0,20.41,1,1,1,2,5,1,0,0,0,0,0,0,SP,65,8.37,2,49,4.0,12.25,1
1973,2n Cycle,Divorced,31163.0,1,0,54,5.26,7.89,26.32,28.95,5.26,26.32,1,1,0,3,6,0,0,0,0,0,0,0,GER,49,8.38,1,38,4.0,9.5,0
1973,2n Cycle,Divorced,31163.0,1,0,54,5.26,7.89,26.32,28.95,5.26,26.32,1,1,0,3,6,0,0,0,0,0,0,0,CA,49,8.38,1,38,4.0,9.5,0
1952,Graduation,Couple,35704.0,1,1,54,31.91,9.57,12.77,2.13,11.7,31.91,3,2,0,4,4,0,0,0,0,0,0,0,SA,70,8.49,2,94,6.0,15.67,0
1973,Graduation,Single,7500.0,1,0,54,8.77,5.26,17.54,21.05,12.28,35.09,4,3,1,3,7,0,0,0,0,0,0,0,SA,49,8.51,1,57,7.0,8.14,0
1983,Graduation,Couple,36075.0,1,0,54,38.66,0.0,25.21,10.08,0.84,25.21,1,2,0,4,6,0,0,0,0,0,0,0,SP,39,8.56,1,119,6.0,19.83,0
1982,PhD,Couple,70038.0,0,0,54,47.19,4.34,27.97,5.71,4.34,10.45,1,4,4,8,2,0,0,0,0,0,0,0,GER,40,8.68,0,1244,16.0,77.75,0
1982,PhD,Couple,70038.0,0,0,54,47.19,4.34,27.97,5.71,4.34,10.45,1,4,4,8,2,0,0,0,0,0,0,0,AUS,40,8.68,0,1244,16.0,77.75,0
1971,Graduation,Couple,71796.0,0,0,54,36.88,2.19,32.4,17.4,7.81,3.33,1,9,3,4,4,0,0,0,0,0,0,0,SA,51,8.68,0,960,16.0,60.0,0
1967,2n Cycle,Couple,47821.0,1,1,54,19.15,0.0,34.04,12.77,12.77,21.28,1,1,0,3,8,0,0,0,0,0,0,0,SP,55,8.7,2,47,4.0,11.75,0
1975,PhD,Couple,45503.0,1,0,54,57.06,2.35,25.88,3.53,0.59,10.59,1,3,1,4,5,0,0,0,0,0,0,0,SP,47,8.76,1,170,8.0,21.25,0
1978,Graduation,Single,28647.0,1,0,54,20.21,8.51,30.85,0.0,12.77,27.66,1,2,2,2,7,1,0,0,0,0,1,0,SP,44,8.86,1,94,6.0,15.67,1
1972,Master,Divorced,37760.0,1,0,54,48.15,5.56,24.07,3.7,18.52,0.0,1,2,0,3,6,0,0,0,0,0,0,0,SP,50,8.89,1,54,5.0,10.8,0
1952,PhD,Couple,85431.0,0,0,54,32.27,4.55,39.66,14.42,4.55,4.55,1,2,7,7,0,0,0,0,0,0,0,0,SP,70,9.06,0,1165,16.0,72.81,0
1955,2n Cycle,Couple,72635.0,0,0,54,39.76,2.24,32.93,10.6,3.57,10.91,1,6,8,6,3,0,0,0,1,0,0,0,SP,67,9.08,0,981,20.0,49.05,1
1948,Graduation,Couple,77142.0,0,0,54,48.08,7.58,16.36,2.93,15.25,9.8,1,4,4,8,2,0,0,0,0,0,0,0,SP,74,9.09,0,990,16.0,61.88,0
1978,Graduation,Couple,53172.0,0,1,54,24.9,12.76,18.52,13.99,4.12,25.72,3,2,3,8,3,0,0,0,0,0,0,0,IND,44,9.15,1,486,13.0,37.38,0
1968,Graduation,Single,36065.0,1,1,54,24.32,9.46,45.95,13.51,2.7,4.05,3,3,0,3,8,0,0,0,0,0,0,0,SP,54,9.25,2,74,6.0,12.33,0
1973,Graduation,Couple,73926.0,0,0,54,39.68,5.76,37.78,10.06,5.76,0.95,1,6,5,12,3,0,0,0,0,0,0,0,CA,49,9.33,0,1580,23.0,68.7,0
1977,Graduation,Single,35790.0,1,0,54,16.67,8.33,27.78,41.67,1.39,4.17,2,2,0,3,7,0,0,0,0,0,0,0,AUS,45,9.49,1,72,5.0,14.4,0
1962,Graduation,Divorced,39552.0,1,1,54,42.97,0.78,38.28,1.04,6.25,10.68,7,6,2,5,8,0,0,0,0,0,1,0,SP,60,9.53,2,384,13.0,29.54,0
1964,2n Cycle,Couple,68316.0,0,1,54,66.56,6.61,13.29,9.91,0.91,2.73,5,10,7,10,6,0,0,0,0,0,0,0,SP,58,9.65,1,1211,27.0,44.85,0
1977,PhD,Couple,102160.0,0,0,54,61.53,2.34,11.13,6.13,14.19,4.68,0,7,9,10,4,0,1,1,1,0,1,0,SA,45,9.66,0,1240,26.0,47.69,3
1965,Master,Widow,51390.0,1,1,54,58.07,5.67,13.31,6.52,0.57,15.86,6,5,2,5,5,0,0,0,0,0,0,0,SA,57,9.81,2,353,12.0,29.42,0
1981,Graduation,Single,72066.0,0,0,55,55.97,1.9,29.91,7.48,2.85,1.9,1,4,6,6,2,0,0,1,1,0,1,0,SA,41,8.02,0,1792,16.0,112.0,2
1976,Graduation,Couple,21675.0,1,0,55,8.89,0.0,35.56,37.78,8.89,8.89,3,4,0,3,7,0,0,0,0,0,0,0,IND,46,8.05,1,45,7.0,6.43,0
1965,Graduation,Couple,48006.0,1,1,55,56.1,0.0,26.83,7.32,4.88,4.88,1,1,0,3,6,0,0,0,0,0,0,0,SP,57,8.06,2,41,4.0,10.25,0
1975,Graduation,Couple,65106.0,0,1,55,81.19,1.95,13.67,1.23,0.0,1.95,3,8,3,13,6,0,1,0,0,0,0,0,SP,47,8.1,1,973,24.0,40.54,1
1960,Graduation,Divorced,58401.0,0,1,55,10.42,0.0,11.46,17.71,30.21,30.21,1,1,2,2,4,0,0,0,0,0,0,0,SP,62,8.2,1,96,5.0,19.2,0
1960,Graduation,Couple,29315.0,1,1,55,27.08,4.17,29.17,16.67,14.58,8.33,4,2,0,4,6,0,0,0,0,0,0,0,SA,62,8.24,2,48,6.0,8.0,0
1951,Master,Single,49389.0,1,1,55,61.54,0.0,29.23,3.08,1.54,4.62,1,2,0,3,7,0,0,0,0,0,0,0,AUS,71,8.84,2,65,5.0,13.0,0
1965,PhD,Couple,51717.0,0,1,55,80.33,0.82,13.93,0.0,0.82,4.1,1,3,0,4,7,0,1,0,0,0,0,0,SA,57,8.86,1,122,7.0,17.43,1
1960,2n Cycle,Widow,46779.0,1,1,55,52.17,4.35,13.04,0.0,0.0,30.43,1,0,1,2,4,0,0,0,0,0,0,0,SA,62,8.97,2,23,3.0,7.67,0
1960,Master,Couple,28520.0,1,1,55,25.58,0.0,23.26,0.0,4.65,46.51,1,1,1,2,6,0,0,0,0,0,0,0,SP,62,9.05,2,43,4.0,10.75,0
1963,Graduation,Single,34377.0,0,1,55,54.39,0.0,19.3,2.63,0.88,22.81,2,2,2,2,7,0,0,0,0,0,0,0,SP,59,9.45,1,114,6.0,19.0,0
1961,PhD,Divorced,54959.0,0,1,55,93.18,0.0,4.87,0.0,0.0,1.95,3,9,5,4,7,0,1,0,0,0,1,0,SP,61,9.45,1,1232,18.0,68.44,1
1955,Master,Couple,82384.0,0,0,55,50.28,2.61,22.07,9.2,6.13,9.71,1,3,10,13,1,0,0,1,0,0,1,0,AUS,67,9.61,0,1957,26.0,75.27,1
1956,Graduation,Single,46998.0,0,1,55,45.62,10.88,22.81,11.94,1.59,7.16,5,5,3,5,7,1,0,0,0,0,0,0,SP,66,9.69,1,377,13.0,29.0,1
1968,Graduation,Couple,58554.0,1,1,55,62.8,4.1,11.6,6.48,0.0,15.02,6,8,2,6,7,0,0,0,0,0,0,0,US,54,9.76,2,586,16.0,36.62,0
1968,Graduation,Couple,58554.0,1,1,55,62.8,4.1,11.6,6.48,0.0,15.02,6,8,2,6,7,0,0,0,0,0,0,0,IND,54,9.76,2,586,16.0,36.62,0
